"","x1","x2","x3","x4","y"
"1",-1.34352140793323,0.813493635897958,-1.60057153073176,-0.161087336018682,-2.67000941154366
"2",0.621775553653313,-0.767933896889727,-0.937369570534196,-0.669526095502079,1.4012767532105
"3",0.800874664882635,0.247568918735035,-0.0760521833785433,-0.344357319641858,0.920446956998391
"4",-1.38889241212259,-0.648913875348389,-2.04328134660555,-0.548616607673466,0.0324982101299614
"5",-0.714356858881293,-1.28059372313576,0.38909629069239,0.660971097182482,-1.17235165350989
"6",-0.324061052536091,0.333565690149426,0.668102637626292,0.941553008276969,0.0482068038517544
"7",0.690642995594933,0.286768099282321,-0.0936220191905456,0.0463160565122962,0.606293257189257
"8",0.250547901324642,-0.0779574040510388,-0.288410992761104,0.991007791366428,0.375291785750714
"9",1.00735227087985,1.0538932964087,-0.259934270816016,0.347635365091264,0.813373218794871
"10",0.573234684402735,-0.227247838449762,-0.655620786593752,-0.590029362589121,0.692482831394549
"11",-0.915810518857265,-1.01320966054355,0.172946306591246,0.0863015414215624,-1.15232391540963
"12",1.31109744840077,1.53850404656103,-0.959611008587167,-0.540473647415638,-0.172911650381753
"13",0.988726314465835,0.11534273158689,-2.07413313675355,0.890183448791504,0.672347544090185
"14",1.65392868583571,-0.234750773538166,0.929684571117367,0.177318687550724,1.34465825731348
"15",-1.44080523334411,1.83823449646244,1.32223091409107,-0.932464113458991,0.90229264327019
"16",1.94735643420391,-0.381850493832195,-0.527967936483373,-0.376244410406798,2.01758045430444
"17",1.73693617687277,-0.556240768091964,-0.508502536569927,0.50862203259021,2.04233478446764
"18",0.387483325577988,0.0809094301072015,-0.930893985810728,0.286741710733622,0.145334252572308
"19",2.28003397208696,-1.55743249648124,-0.26419837634738,0.227881250437349,2.5295274526915
"20",1.53788331202199,1.55176449217717,0.325517220843814,-0.702911873348057,2.09166291462256
"21",-0.474603808080108,-0.421481364075573,0.504164741265698,0.557951530441642,-0.682269322652181
"22",-1.71730880182991,-0.00752803519339942,-0.225317491697843,0.452408548910171,-1.70461272222083
"23",-1.42683030958043,-0.554916519409817,1.14489710941519,0.0865939445793629,-2.00102186443544
"24",0.208235919793856,-0.599926748592583,-1.15553505313998,-0.831085132900625,0.959299139238685
"25",-0.0358361783305514,1.19662884093989,-0.554900101990062,-0.507664161268622,-0.674589909117271
"26",1.13428456460743,-1.63894633119643,-0.338897812050364,-0.261980618815869,1.689795645326
"27",-0.462854969410709,0.285941545574103,0.939601094462853,-0.865700906142592,-0.111051122394032
"28",-0.328384030532023,0.897330187746654,-1.95299333908455,0.95464899064973,-2.1257662589414
"29",1.48453947565047,-0.487596308744577,0.478193503630395,0.562799928244203,1.2817267414486
"30",-1.08937790385777,0.534518125921056,0.0243998116505109,-0.974976288154721,-1.07345108174815
"31",-0.528794213186188,1.89048023673167,-1.08085336272481,-0.116289902478456,-2.63017165693645
"32",-0.593792853357179,0.559082243726224,-0.932847199085399,-0.948032518383116,-0.986024174727602
"33",-1.99891565129309,-1.13773292666191,0.226918857991809,0.978413640055805,-2.25911089327831
"34",0.296153127356746,-0.170462824669941,-3.3900997482863,-0.240171006415039,0.966622854194793
"35",0.170625252085243,-2.23647646206173,-0.785543761074535,-0.127393866889179,1.8975378095118
"36",1.81565231920786,0.121499564238136,0.759136856700971,-0.615479779429734,1.83251839711971
"37",-0.660603104626899,-1.50666892097161,0.428271769768088,0.974121481180191,-1.15031404727809
"38",-0.140251941322658,-1.75876174804849,-0.858490304091827,-0.411130846478045,1.39188502824268
"39",-0.423979107156461,-0.129648168799098,-0.436729441646105,0.270745469257236,-0.472945360431825
"40",-0.0387357749230199,2.65082589443115,1.09898498392672,0.974373978562653,2.80274589292088
"41",-0.0289419200694519,-0.703638759490559,0.214780933902998,0.182404491584748,-0.00587597122270531
"42",0.393037376662372,0.656900732231319,1.17589238558492,-0.796055391896516,1.2304769612906
"43",-0.249613920825871,0.707189113323811,-0.603012211697376,-0.0440911380574107,-0.445141891472756
"44",0.0834502137363507,1.81317702338842,-1.3093528079667,-0.68379876576364,-2.17882120753208
"45",2.07887461355327,-0.494479561375763,0.117891873354541,0.501755414064974,2.04424923669268
"46",0.120851802954426,-2.1264827171012,-0.690526525555943,0.789542981423438,1.74132805056202
"47",0.118149440415815,0.521017654819569,-0.463079209043116,0.584879586473107,-0.182949421785226
"48",0.77005421782597,-1.33625420460948,1.293029113828,-0.436601075343788,-1.05544097789679
"49",-1.17540240170525,1.35098546405696,0.110295790450848,0.37040643254295,-0.796982291897077
"50",0.409038559671014,-0.389771718726489,-0.353927202115426,-0.225042255595326,0.394650682342204
